"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,2022,2023,2024
53075,"Whitman, WA",2250997,2348922,2474941
53077,"Yakima, WA",12787147,13550462,14144624
54001,"Barbour, WV",638525,661728,687244
54003,"Berkeley, WV",6665383,7187995,7795971
54005,"Boone, WV",874596,924132,954098
54007,"Braxton, WV",492856,520558,539217
54009,"Brooke, WV",1105245,1125472,1180011
54011,"Cabell, WV",4717348,4999066,5200499
54013,"Calhoun, WV",251483,266791,270259
54015,"Clay, WV",306502,322207,340523
54017,"Doddridge, WV",303336,312531,319693
54019,"Fayette, WV",1781420,1885675,1958764
54021,"Gilmer, WV",267986,277243,295087
54023,"Grant, WV",524683,530469,546536
54025,"Greenbrier, WV",1530876,1621181,1654336
54027,"Hampshire, WV",1056122,1100783,1161440
54029,"Hancock, WV",1448894,1515678,1578391
54031,"Hardy, WV",644970,621675,677103
54033,"Harrison, WV",3877590,4097242,4248468
54035,"Jackson, WV",1277676,1353392,1411014
54037,"Jefferson, WV",3704145,3982679,4321656
54039,"Kanawha, WV",10172992,10647086,11069789
54041,"Lewis, WV",737730,766042,803347
54043,"Lincoln, WV",732146,777465,794367
54045,"Logan, WV",1398213,1468912,1497832
54047,"McDowell, WV",616813,642634,661238
54049,"Marion, WV",2787348,2893681,2996989
54051,"Marshall, WV",1489909,1517641,1564548
54053,"Mason, WV",1040576,1102292,1185062
54055,"Mercer, WV",2661776,2810601,2888052
54057,"Mineral, WV",1282533,1334796,1424785
54059,"Mingo, WV",860961,905903,943287
54061,"Monongalia, WV",5938728,6335609,6587011
54063,"Monroe, WV",497780,529937,555549
54065,"Morgan, WV",763121,822287,876255
54067,"Nicholas, WV",993971,1074105,1099078
54069,"Ohio, WV",2661003,2785334,2889707
54071,"Pendleton, WV",332983,319085,339671
54073,"Pleasants, WV",382988,402021,406138
54075,"Pocahontas, WV",400035,420368,427558
54077,"Preston, WV",1446887,1506656,1575383
54079,"Putnam, WV",3108001,3305595,3504009
54081,"Raleigh, WV",3603635,3858696,4050437
54083,"Randolph, WV",1264953,1332161,1367669
54085,"Ritchie, WV",453529,460129,472869
54087,"Roane, WV",544904,569688,590881
54089,"Summers, WV",511210,536992,535653
54091,"Taylor, WV",813363,862886,893157
54093,"Tucker, WV",366489,392114,411199
54095,"Tyler, WV",494151,480369,495629
54097,"Upshur, WV",999806,1084841,1145539
54099,"Wayne, WV",1603567,1688291,1767206
54101,"Webster, WV",267611,279604,278451
54103,"Wetzel, WV",651428,662346,684836
54105,"Wirt, WV",210043,224013,229796
54107,"Wood, WV",4680189,4882387,5012553
54109,"Wyoming, WV",749056,781925,804836
55001,"Adams, WI",945551,994548,1054255
55003,"Ashland, WI",764690,802185,832399
55005,"Barron, WI",2749260,2883653,2989791
55007,"Bayfield, WI",876201,940677,990176
55009,"Brown, WI",16767743,17605604,18706977
55011,"Buffalo, WI",752585,767089,799127
55013,"Burnett, WI",834210,891998,937715
55015,"Calumet, WI",3128525,3282233,3450407
55017,"Chippewa, WI",3668118,3846695,4023058
55019,"Clark, WI",1744025,1785697,1902720
55021,"Columbia, WI",3736330,4231232,4416210
55023,"Crawford, WI",786703,813784,839830
55025,"Dane, WI",42237518,45127558,47775793
55027,"Dodge, WI",4688908,4912957,5123155
55029,"Door, WI",2229866,2387166,2507221
55031,"Douglas, WI",2228926,2354260,2449398
55033,"Dunn, WI",2245551,2357211,2469802
55035,"Eau Claire, WI",6193727,6511734,6837753
55037,"Florence, WI",289074,312779,321402
55039,"Fond du Lac, WI",6049699,6271783,6497915
55041,"Forest, WI",432257,464767,490712
55043,"Grant, WI",2652329,2746734,2843860
55045,"Green, WI",2326948,2471389,2533127
55047,"Green Lake, WI",987694,1046367,1097282
55049,"Iowa, WI",1414688,1494999,1563443
55051,"Iron, WI",332810,357789,369427
55053,"Jackson, WI",1057094,1085802,1116975
55055,"Jefferson, WI",4763828,5010042,5255557
55057,"Juneau, WI",1250724,1308046,1360653
55059,"Kenosha, WI",9672400,10095186,10507833
55061,"Kewaunee, WI",1198754,1205543,1294901
55063,"La Crosse, WI",7142186,7552295,7918121
55065,"Lafayette, WI",888235,945080,983986
55067,"Langlade, WI",1001598,1063798,1100917
55069,"Lincoln, WI",1536568,1623819,1694038
55071,"Manitowoc, WI",4450828,4647616,4896955
55073,"Marathon, WI",8318579,8729439,9122880
55075,"Marinette, WI",2177221,2280454,2357247
55077,"Marquette, WI",776721,827411,864493
55078,"Menominee, WI*",174486,179248,187281
55079,"Milwaukee, WI",52820299,54887725,57487503
55081,"Monroe, WI",2332046,2442426,2565353
55083,"Oconto, WI",2125481,2194790,2295768
55085,"Oneida, WI",2208667,2362959,2474449
55087,"Outagamie, WI",11849311,12444896,13141601
55089,"Ozaukee, WI",9153565,9775011,10330223
55091,"Pepin, WI",455901,477092,496515
55093,"Pierce, WI",2481935,2604881,2727259
55095,"Polk, WI",2503877,2646407,2751461
55097,"Portage, WI",3888585,4099219,4290631
55099,"Price, WI",739350,780191,789212
55101,"Racine, WI",11691299,12462231,13099436
55103,"Richland, WI",887566,934435,974442
55105,"Rock, WI",8870394,9287107,9736376
55107,"Rusk, WI",760162,790391,814711
55109,"St. Croix, WI",6443804,6847552,7172362
55111,"Sauk, WI",4150958,4443345,4652264
55113,"Sawyer, WI",961599,1021398,1069063
55115,"Shawano, WI*",2090168,2145598,2242697
55117,"Sheboygan, WI",7086721,7541690,7957367
55119,"Taylor, WI",993178,1019997,1059631
55121,"Trempealeau, WI",1591321,1620513,1710033
55123,"Vernon, WI",1552885,1622080,1699576
55125,"Vilas, WI",1467164,1629603,1712425
55127,"Walworth, WI",6767479,7188610,7508343
55129,"Washburn, WI",938629,990571,1029757
55131,"Washington, WI",9535754,10058137,10588864
55133,"Waukesha, WI",35449318,37559391,39547163
55135,"Waupaca, WI",2785673,2920348,3061360
55137,"Waushara, WI",1180569,1236153,1293259
55139,"Winnebago, WI",9799076,10292449,10795046
55141,"Wood, WI",4014180,4175894,4329311
55901,"Shawano (includes Menominee), WI*",(NA),(NA),(NA)
56001,"Albany, WY",1943118,2083397,2250921
56003,"Big Horn, WY",575213,629899,656944
56005,"Campbell, WY",2809904,2999604,3086245
56007,"Carbon, WY",1005912,997922,1021876
56009,"Converse, WY",940036,967744,1037121
56011,"Crook, WY",456868,495132,512014
56013,"Fremont, WY",2130346,2269845,2352573
56015,"Goshen, WY",646307,702201,705658
56017,"Hot Springs, WY",364727,315084,323012
56019,"Johnson, WY",580503,620610,644786
56021,"Laramie, WY",6167216,6412910,6718862
56023,"Lincoln, WY",1421088,1529285,1627230
56025,"Natrona, WY",6007118,6167013,6424996
56027,"Niobrara, WY",133350,142013,145181
56029,"Park, WY",2232385,2416275,2514984
56031,"Platte, WY",485457,512038,512144
56033,"Sheridan, WY",2263883,2603121,2729674
56035,"Sublette, WY",593430,637035,652912
56037,"Sweetwater, WY",2487038,2558327,2611916
56039,"Teton, WY",10270477,11696983,12401707
56041,"Uinta, WY",963574,1011480,1038685
56043,"Washakie, WY",426776,441081,458334
56045,"Weston, WY",354545,374002,387634

Legend/Footnotes
* Estimates for 1979 forward reflect Alaska Census Areas as defined by the Census Bureau; those for prior years reflect Alaska Census Divisions as defined in the 1970 Decennial Census.
* Estimates from 1988 forward separate Aleutian Islands Census Area (02010) into Aleutians East Borough (02013) and Aleutians West Census Area (02016).
* Estimates for 1991 forward separate Denali Borough (02068) from Yukon-Koyukuk Census Area (02290) and Lake and Peninsula Borough (02164) from Dillingham Census Area (02070).
"* Estimates from 1993 forward separate Skagway-Yakutat-Angoon Census Area (02231) into Skagway-Hoonah-Angoon Census Area (02232) and Yakutat City and Borough (02282). Estimates from 2008 forward separate Skagway-Hoonah-Angoon Census Area (02232) into Skagway Municipality (02230) and Hoonah-Angoon Census Area (02105). Estimates from 2009 forward separate Wrangell-Petersburg Census Area (02280) into Petersburg Census Area and Wrangell City and Borough (02275). In addition, a part of the Prince of Wales-Outer Ketchikan Census Area (02201) was annexed by Ketchikan Gateway Borough (02130) and part (Meyers Chuck Area) was included in the new Wrangell City and Borough (02275). The remainder of the Prince of Wales-Outer Ketchikan Census Area (02201) was renamed Prince of Wales-Hyder Census Area (02198). Petersburg Borough (02195) was created from part of former Petersburg Census Area and part of Hoonah-Angoon Census Area (02105) for 2013 forward. Prince of Wales-Hyder Census Area (02198) added part of the former Petersburg Census Area beginning in 2013. For years 2009-2012, Petersburg Borough (02195) reflects the geographic boundaries of the former Petersburg Census Area."
"* Wade Hampton Census Area was renamed Kusilvak Census Area (02158) on July 1, 2015."
"* On January 2, 2019, two new county equivalents were created from the former Valdez-Cordova Census Area, Alaska (02261): Chugach Census Area (02063) and Copper River Census Area (02066). Estimates for 2020 forward reflect these changes."
"* La Paz County, AZ was separated from Yuma County on January 1, 1983."
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002."
"* Kalawao County, Hawaii is combined with Maui County. Separate estimates for the jurisdictions making up the combination areas are not available."
"* Cibola, NM was separated from Valencia in June 1981, but in these estimates, Valencia includes Cibola through the end of 1981."
"* Shannon County, SD was renamed to Oglala Lakota County, SD on May 1, 2015."
"* Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available. Bedford County, VA includes the independent city of Bedford for all years."
"* Shawano, WI and Menominee, WI are combined as Shawano (incl. Menominee), WI for the years prior to 1989."
* Estimates for 2024 forward reflect Connecticut county-level statistics using the state’s nine planning regions.
Note. All dollar estimates are in thousands of current dollars (not adjusted for inflation). Statistics presented in thousands of dollars do not indicate more precision than statistics presented in millions of dollars.
(NA) Not available.
"  Last updated: February 5, 2026-- new statistics for 2024; revised statistics for 2020-2023."
